framework,pde,model,split,mean_relative_error,n_params,num_trunk,num_branch,num_leaf,n_train,n_eval,train_time_seconds,epochs,steps_per_epoch,lr,batch_size,normalization,x_num_model,output_step
Framework2,Nonlinear_Klein_Gordon,MNO,test,0.38741031351685523,2260840,23,23,20,4000,10000,214.42331562499749,20,63,0.0001,64,global,,1
