framework,pde,model,split,mean_relative_error,n_params,num_trunk,num_branch,num_leaf,n_train,n_eval,train_time_seconds,epochs,steps_per_epoch,lr,batch_size,normalization,x_num_model,output_step
Framework2,Param_wave,MNO,test,0.4276456159517169,2273040,23,23,20,4000,10000,219.56111233402044,20,63,0.0001,64,global,,1
