framework,pde,model,setting,size,split,mean_relative_error,std_relative_error,predict_time_seconds,n_eval,ood_file,n_train,n_params,train_time_seconds,epochs,lr,batch_size,num_trunk,num_branch,num_leaf
Framework2,Param_DiffReac,mionet,MIONet,small,ood,0.2063080221414566,0.0700160339474678,0.334216108545661,4000,ood_par_scale.h5,10000,319101,246.79195775277915,200,0.001,64,50,50,
Framework2,Param_DiffReac,mionet,MIONet,small,ood,0.092592105269432,0.0270149633288383,0.3344033602625131,4000,ood_par_var.h5,10000,319101,246.79195775277915,200,0.001,64,50,50,
Framework2,Param_DiffReac,mionet,MIONet,medium,test,0.034900527447462,0.0100358109921216,0.4202195908874273,4000,,10000,2223201,247.769735975191,200,0.001,64,100,100,
Framework2,Param_DiffReac,mionet,MIONet,medium,ood,0.3636023700237274,0.168559119105339,0.4197004251182079,4000,ood_init.h5,10000,2223201,247.769735975191,200,0.001,64,100,100,
Framework2,Param_DiffReac,mionet,MIONet,medium,ood,0.3700185418128967,0.1677414923906326,0.4179269522428512,4000,ood_par_init.h5,10000,2223201,247.769735975191,200,0.001,64,100,100,
Framework2,Param_DiffReac,mionet,MIONet,medium,ood,0.0543407127261161,0.0174155086278915,0.4187670759856701,4000,ood_par_kernel.h5,10000,2223201,247.769735975191,200,0.001,64,100,100,
Framework2,Param_DiffReac,mionet,MIONet,medium,ood,0.0660295933485031,0.0250300075858831,0.4183163810521364,4000,ood_par_scale.h5,10000,2223201,247.769735975191,200,0.001,64,100,100,
Framework2,Param_DiffReac,mionet,MIONet,medium,ood,0.0350952483713626,0.0095133874565362,0.4182045068591833,4000,ood_par_var.h5,10000,2223201,247.769735975191,200,0.001,64,100,100,
Framework2,Param_DiffReac,mionet,MIONet,large,test,0.3137054443359375,0.0728257223963737,0.6961123365908861,4000,,10000,9728801,349.73238539509475,200,0.001,64,150,150,
Framework2,Param_DiffReac,mionet,MIONet,large,ood,0.2143827080726623,0.0509269908070564,0.6937504652887583,4000,ood_init.h5,10000,9728801,349.73238539509475,200,0.001,64,150,150,
Framework2,Param_DiffReac,mionet,MIONet,large,ood,0.2140305787324905,0.0509112924337387,0.6937965955585241,4000,ood_par_init.h5,10000,9728801,349.73238539509475,200,0.001,64,150,150,
Framework2,Param_DiffReac,mionet,MIONet,large,ood,0.3101061284542084,0.0692076310515403,0.693437185138464,4000,ood_par_kernel.h5,10000,9728801,349.73238539509475,200,0.001,64,150,150,
Framework2,Param_DiffReac,mionet,MIONet,large,ood,0.3088173270225525,0.0701722428202629,0.6926344279199839,4000,ood_par_scale.h5,10000,9728801,349.73238539509475,200,0.001,64,150,150,
Framework2,Param_DiffReac,mionet,MIONet,large,ood,0.3194765746593475,0.0686314329504966,0.6942003890872002,4000,ood_par_var.h5,10000,9728801,349.73238539509475,200,0.001,64,150,150,
Framework2,Param_DiffReac,mno,MNO,small,test,0.0587993189692497,0.0231404155492782,0.3800882212817669,4000,,10000,597105,275.64653435349464,200,0.001,64,20,10,5.0
Framework2,Param_DiffReac,mno,MNO,small,ood,0.1145352646708488,0.0359736569225788,0.3768784292042255,4000,ood_init.h5,10000,597105,275.64653435349464,200,0.001,64,20,10,5.0
Framework2,Param_DiffReac,mno,MNO,small,ood,0.1152225136756897,0.0354434289038181,0.3777147773653269,4000,ood_par_init.h5,10000,597105,275.64653435349464,200,0.001,64,20,10,5.0
Framework2,Param_DiffReac,mno,MNO,small,ood,0.0551079548895359,0.0173015054315328,0.3826188687235117,4000,ood_par_kernel.h5,10000,597105,275.64653435349464,200,0.001,64,20,10,5.0
Framework2,Param_DiffReac,mno,MNO,small,ood,0.0578915402293205,0.0171242486685514,0.3756325934082269,4000,ood_par_scale.h5,10000,597105,275.64653435349464,200,0.001,64,20,10,5.0
Framework2,Param_DiffReac,mno,MNO,small,ood,0.0593635253608226,0.0241721458733081,0.3779149483889341,4000,ood_par_var.h5,10000,597105,275.64653435349464,200,0.001,64,20,10,5.0
Framework2,Param_DiffReac,mno,MNO,medium,test,0.0371064506471157,0.0123132793232798,0.3757921401411295,4000,,10000,1224210,275.86826781369746,200,0.001,64,20,20,10.0
Framework2,Param_DiffReac,mno,MNO,medium,ood,0.1131264045834541,0.036467358469963,0.3764012418687343,4000,ood_init.h5,10000,1224210,275.86826781369746,200,0.001,64,20,20,10.0
Framework2,Param_DiffReac,mno,MNO,medium,ood,0.1135263368487358,0.0362367779016494,0.3756030760705471,4000,ood_par_init.h5,10000,1224210,275.86826781369746,200,0.001,64,20,20,10.0
Framework2,Param_DiffReac,mno,MNO,medium,ood,0.0497493967413902,0.0147289494052529,0.3767495155334472,4000,ood_par_kernel.h5,10000,1224210,275.86826781369746,200,0.001,64,20,20,10.0
Framework2,Param_DiffReac,mno,MNO,medium,ood,0.0526559241116046,0.0145689584314823,0.3763050101697445,4000,ood_par_scale.h5,10000,1224210,275.86826781369746,200,0.001,64,20,20,10.0
Framework2,Param_DiffReac,mno,MNO,medium,ood,0.03716741502285,0.0127147268503904,0.3759727515280247,4000,ood_par_var.h5,10000,1224210,275.86826781369746,200,0.001,64,20,20,10.0
Framework2,Param_DiffReac,mno,MNO,large,test,0.0177147146314382,0.0065842615440487,0.3794514834880829,4000,,10000,16702840,283.88373857177794,200,0.001,64,20,100,40.0
Framework2,Param_DiffReac,mno,MNO,large,ood,0.1126530766487121,0.037703163921833,0.3795884661376476,4000,ood_init.h5,10000,16702840,283.88373857177794,200,0.001,64,20,100,40.0
Framework2,Param_DiffReac,mno,MNO,large,ood,0.1142698228359222,0.0366115346550941,0.3770005293190479,4000,ood_par_init.h5,10000,16702840,283.88373857177794,200,0.001,64,20,100,40.0
Framework2,Param_DiffReac,mno,MNO,large,ood,0.0441667027771472,0.0181868318468332,0.3795712254941463,4000,ood_par_kernel.h5,10000,16702840,283.88373857177794,200,0.001,64,20,100,40.0
Framework2,Param_DiffReac,mno,MNO,large,ood,0.0499920137226581,0.0181742440909147,0.3769398480653763,4000,ood_par_scale.h5,10000,16702840,283.88373857177794,200,0.001,64,20,100,40.0
Framework2,Param_DiffReac,mno,MNO,large,ood,0.0173015967011451,0.0061342967674136,0.3789505045861006,4000,ood_par_var.h5,10000,16702840,283.88373857177794,200,0.001,64,20,100,40.0
Framework2,Param_wave,mionet,MIONet,small,test,0.205414742231369,0.1085485443472862,0.3368365485221147,4000,,10000,312601,247.86349432356656,200,0.001,64,50,50,
Framework2,Param_wave,mionet,MIONet,small,ood,0.4540082216262817,0.2006068527698516,0.3348575122654438,4000,ood_init.h5,10000,312601,247.86349432356656,200,0.001,64,50,50,
Framework2,Param_wave,mionet,MIONet,small,ood,1.7046239376068115,0.1633432209491729,0.3342737928032875,4000,ood_par_init.h5,10000,312601,247.86349432356656,200,0.001,64,50,50,
Framework2,Param_wave,mionet,MIONet,small,ood,0.9724815487861632,0.2843556106090545,0.3342998437583446,4000,ood_par_kernel.h5,10000,312601,247.86349432356656,200,0.001,64,50,50,
Framework2,Param_wave,mionet,MIONet,small,ood,1.107388615608215,0.281806617975235,0.3349976260215044,4000,ood_par_scale.h5,10000,312601,247.86349432356656,200,0.001,64,50,50,
Framework2,Param_wave,mionet,MIONet,small,ood,0.1907406747341156,0.1051377952098846,0.335900891572237,4000,ood_par_var.h5,10000,312601,247.86349432356656,200,0.001,64,50,50,
Framework2,Param_wave,mionet,MIONet,medium,test,0.2375107109546661,0.1012509018182754,0.4212848637253046,4000,,10000,2210201,245.01962907612324,200,0.001,64,100,100,
Framework2,Param_wave,mionet,MIONet,medium,ood,0.9709625244140624,0.4210484027862549,0.4207228347659111,4000,ood_init.h5,10000,2210201,245.01962907612324,200,0.001,64,100,100,
Framework2,Param_wave,mionet,MIONet,medium,ood,1.037983536720276,0.2523269653320312,0.4182293303310871,4000,ood_par_init.h5,10000,2210201,245.01962907612324,200,0.001,64,100,100,
Framework2,Param_wave,mionet,MIONet,medium,ood,0.4612445533275604,0.2175568640232086,0.4191163945943117,4000,ood_par_kernel.h5,10000,2210201,245.01962907612324,200,0.001,64,100,100,
Framework2,Param_wave,mionet,MIONet,medium,ood,0.5592431426048279,0.2497069239616394,0.4181052464991808,4000,ood_par_scale.h5,10000,2210201,245.01962907612324,200,0.001,64,100,100,
Framework2,Param_wave,mionet,MIONet,medium,ood,0.2141991853713989,0.0964174419641494,0.4177613407373428,4000,ood_par_var.h5,10000,2210201,245.01962907612324,200,0.001,64,100,100,
Framework2,Param_wave,mionet,MIONet,large,test,0.304240733385086,0.1168590411543846,0.7017904352396727,4000,,10000,9702801,350.7338226288557,200,0.001,64,150,150,
Framework2,Param_wave,mionet,MIONet,large,ood,1.502765417098999,0.7382645606994629,0.6993677634745836,4000,ood_init.h5,10000,9702801,350.7338226288557,200,0.001,64,150,150,
Framework2,Param_wave,mionet,MIONet,large,ood,1.6818530559539795,0.6771866083145142,0.6984818186610937,4000,ood_par_init.h5,10000,9702801,350.7338226288557,200,0.001,64,150,150,
Framework2,Param_wave,mionet,MIONet,large,ood,0.4513466358184814,0.2137921303510666,0.7000168636441231,4000,ood_par_kernel.h5,10000,9702801,350.7338226288557,200,0.001,64,150,150,
Framework2,Param_wave,mionet,MIONet,large,ood,0.5278329849243164,0.2143411040306091,0.7042926102876663,4000,ood_par_scale.h5,10000,9702801,350.7338226288557,200,0.001,64,150,150,
Framework2,Param_wave,mionet,MIONet,large,ood,0.2748985588550567,0.1103245466947555,0.7062421441078186,4000,ood_par_var.h5,10000,9702801,350.7338226288557,200,0.001,64,150,150,
Framework2,Param_wave,mno,MNO,small,test,0.3866969048976898,0.1721944659948349,0.3756272401660681,4000,,10000,584105,274.872174365446,200,0.001,64,20,10,5.0
Framework2,Param_wave,mno,MNO,small,ood,0.465901255607605,0.1952807456254959,0.3753409255295992,4000,ood_init.h5,10000,584105,274.872174365446,200,0.001,64,20,10,5.0
Framework2,Param_wave,mno,MNO,small,ood,0.5884023904800415,0.1489179581403732,0.3756430428475141,4000,ood_par_init.h5,10000,584105,274.872174365446,200,0.001,64,20,10,5.0
Framework2,Param_wave,mno,MNO,small,ood,0.424742728471756,0.1904844492673874,0.3753833994269371,4000,ood_par_kernel.h5,10000,584105,274.872174365446,200,0.001,64,20,10,5.0
Framework2,Param_wave,mno,MNO,small,ood,0.4599407911300659,0.2133539021015167,0.3757309932261705,4000,ood_par_scale.h5,10000,584105,274.872174365446,200,0.001,64,20,10,5.0
Framework2,Param_wave,mno,MNO,small,ood,0.3526261448860168,0.1610696613788604,0.374890798702836,4000,ood_par_var.h5,10000,584105,274.872174365446,200,0.001,64,20,10,5.0
Framework2,Param_wave,mno,MNO,medium,test,0.3228306770324707,0.1431758999824524,0.3756135683506727,4000,,10000,1211210,275.0419516079128,200,0.001,64,20,20,10.0
Framework2,Param_wave,mno,MNO,medium,ood,0.4498366713523865,0.1948516070842743,0.3781349118798971,4000,ood_init.h5,10000,1211210,275.0419516079128,200,0.001,64,20,20,10.0
Framework2,Param_wave,mno,MNO,medium,ood,0.5361618399620056,0.093605913221836,0.3743025176227093,4000,ood_par_init.h5,10000,1211210,275.0419516079128,200,0.001,64,20,20,10.0
Framework2,Param_wave,mno,MNO,medium,ood,0.4192070960998535,0.1918676793575287,0.37495281919837,4000,ood_par_kernel.h5,10000,1211210,275.0419516079128,200,0.001,64,20,20,10.0
Framework2,Param_wave,mno,MNO,medium,ood,0.4779722392559051,0.2221058309078216,0.3742459081113338,4000,ood_par_scale.h5,10000,1211210,275.0419516079128,200,0.001,64,20,20,10.0
Framework2,Param_wave,mno,MNO,medium,ood,0.2993612885475158,0.1469512730836868,0.3752655163407326,4000,ood_par_var.h5,10000,1211210,275.0419516079128,200,0.001,64,20,20,10.0
Framework2,Param_wave,mno,MNO,large,test,0.2504234611988067,0.1175343692302703,0.3889595586806535,4000,,10000,16689840,253.3115115873516,200,0.001,64,20,100,40.0
Framework2,Param_wave,mno,MNO,large,ood,0.433658629655838,0.2027481645345688,0.3803568053990602,4000,ood_init.h5,10000,16689840,253.3115115873516,200,0.001,64,20,100,40.0
Framework2,Param_wave,mno,MNO,large,ood,0.7383717894554138,0.1956248432397842,0.3807319924235344,4000,ood_par_init.h5,10000,16689840,253.3115115873516,200,0.001,64,20,100,40.0
Framework2,Param_wave,mno,MNO,large,ood,0.4695715308189392,0.2701573073863983,0.3792040254920721,4000,ood_par_kernel.h5,10000,16689840,253.3115115873516,200,0.001,64,20,100,40.0
Framework2,Param_wave,mno,MNO,large,ood,0.5372279286384583,0.288105845451355,0.3793454077094793,4000,ood_par_scale.h5,10000,16689840,253.3115115873516,200,0.001,64,20,100,40.0
Framework2,Param_wave,mno,MNO,large,ood,0.225797489285469,0.1079275384545326,0.378470042720437,4000,ood_par_var.h5,10000,16689840,253.3115115873516,200,0.001,64,20,100,40.0
Framework1,Conservation_law,mionet,MIONet,small,test,0.0977657958865165,0.0248111989349126,0.1384275779128074,1600,,6400,306601,157.74281468242407,200,0.001,64,50,50,
Framework1,Conservation_law,mionet,MIONet,small,ood,0.1272956877946853,0.0504162237048149,0.0686570014804601,800,ood.h5,6400,306601,157.74281468242407,200,0.001,64,50,50,
Framework1,Conservation_law,mionet,MIONet,medium,test,0.0123550631105899,0.0027693554293364,0.1702730245888233,1600,,6400,2198201,157.95580300875008,200,0.001,64,100,100,
Framework1,Conservation_law,mionet,MIONet,medium,ood,0.0585539005696773,0.0763909369707107,0.0847806744277477,800,ood.h5,6400,2198201,157.95580300875008,200,0.001,64,100,100,
Framework1,Conservation_law,mionet,MIONet,large,test,0.0915014818310737,0.0229170471429824,0.2799751088023186,1600,,6400,9678801,223.3683554958552,200,0.001,64,150,150,
Framework1,Conservation_law,mionet,MIONet,large,ood,0.1187770292162895,0.0491208173334598,0.1431123781949281,800,ood.h5,6400,9678801,223.3683554958552,200,0.001,64,150,150,
Framework1,Conservation_law,mno,MNO,small,test,0.0210214145481586,0.0056259124539792,0.1557775139808654,1600,,6400,572105,175.2423228137195,200,0.001,64,20,10,5.0
Framework1,Conservation_law,mno,MNO,small,ood,0.0445733703672885,0.036195084452629,0.0780102889984846,800,ood.h5,6400,572105,175.2423228137195,200,0.001,64,20,10,5.0
Framework1,Conservation_law,mno,MNO,medium,test,0.0211483668535947,0.0063828164711594,0.1547942738980054,1600,,6400,1199210,175.50938265025616,200,0.001,64,20,20,10.0
Framework1,Conservation_law,mno,MNO,medium,ood,0.0488626100122928,0.0360479056835174,0.0780805516988039,800,ood.h5,6400,1199210,175.50938265025616,200,0.001,64,20,20,10.0
Framework1,Conservation_law,mno,MNO,large,test,0.0184121504426002,0.0034272579941898,0.1572428084909916,1600,,6400,16677840,180.5447073373944,200,0.001,64,20,100,40.0
Framework1,Conservation_law,mno,MNO,large,ood,0.0397133491933345,0.0408850386738777,0.0788725595921278,800,ood.h5,6400,16677840,180.5447073373944,200,0.001,64,20,100,40.0
Framework1,DiffReacAdv,mionet,MIONet,small,test,0.0556490086019039,0.0143274469301104,0.1401748936623335,1600,,6400,306701,158.21262802742422,200,0.001,64,50,50,
Framework1,DiffReacAdv,mionet,MIONet,small,ood,0.137957751750946,0.070807047188282,0.0703842528164386,800,ood.h5,6400,306701,158.21262802742422,200,0.001,64,50,50,
Framework1,DiffReacAdv,mionet,MIONet,medium,test,0.0638511180877685,0.0202806778252124,0.1714438367635011,1600,,6400,2198401,157.75914488360286,200,0.001,64,100,100,
Framework1,DiffReacAdv,mionet,MIONet,medium,ood,0.1391538828611374,0.0739874765276908,0.0864447653293609,800,ood.h5,6400,2198401,157.75914488360286,200,0.001,64,100,100,
Framework1,DiffReacAdv,mionet,MIONet,large,test,0.0602665618062019,0.0150487078353762,0.2831056043505668,1600,,6400,9679201,224.0114197693765,200,0.001,64,150,150,
Framework1,DiffReacAdv,mionet,MIONet,large,ood,0.1524102240800857,0.0990213751792907,0.143506908789277,800,ood.h5,6400,9679201,224.0114197693765,200,0.001,64,150,150,
Framework1,DiffReacAdv,mno,MNO,small,test,0.0389212369918823,0.0127565590664744,0.1576835084706545,1600,,6400,572305,175.28735687211156,200,0.001,64,20,10,5.0
Framework1,DiffReacAdv,mno,MNO,small,ood,0.0993673354387283,0.0552115961909294,0.0788669921457767,800,ood.h5,6400,572305,175.28735687211156,200,0.001,64,20,10,5.0
Framework1,DiffReacAdv,mno,MNO,medium,test,0.0250727701932191,0.0093223107978701,0.1562071293592453,1600,,6400,1199410,175.53674323298037,200,0.001,64,20,20,10.0
Framework1,DiffReacAdv,mno,MNO,medium,ood,0.0827417373657226,0.0552946925163269,0.0777390636503696,800,ood.h5,6400,1199410,175.53674323298037,200,0.001,64,20,20,10.0
Framework1,DiffReacAdv,mno,MNO,large,test,0.0120659014210104,0.0033939450513571,0.1559176966547966,1600,,6400,16678040,180.46788789145648,200,0.001,64,20,100,40.0
Framework1,DiffReacAdv,mno,MNO,large,ood,0.0658498182892799,0.0585503652691841,0.0789203662425279,800,ood.h5,6400,16678040,180.46788789145648,200,0.001,64,20,100,40.0
Framework1,Nonlinear_Klein_Gordon,mionet,MIONet,small,test,0.1406693756580352,0.0518819019198417,0.1397693920880556,1600,,6400,306501,158.09300618059933,200,0.001,64,50,50,
Framework1,Nonlinear_Klein_Gordon,mionet,MIONet,small,ood,0.279500663280487,0.1951744258403778,0.0698809158056974,800,ood.h5,6400,306501,158.09300618059933,200,0.001,64,50,50,
Framework1,Nonlinear_Klein_Gordon,mionet,MIONet,medium,test,0.0841494351625442,0.0282876212149858,0.1686578579246997,1600,,6400,2198001,158.08085348829627,200,0.001,64,100,100,
Framework1,Nonlinear_Klein_Gordon,mionet,MIONet,medium,ood,0.2845822274684906,0.3108630180358886,0.0851421523839235,800,ood.h5,6400,2198001,158.08085348829627,200,0.001,64,100,100,
Framework1,Nonlinear_Klein_Gordon,mionet,MIONet,large,test,0.148416131734848,0.0547579489648342,0.2813214845955372,1600,,6400,9678401,223.67527456395328,200,0.001,64,150,150,
Framework1,Nonlinear_Klein_Gordon,mionet,MIONet,large,ood,0.2939253151416778,0.2157992124557495,0.1433423962444067,800,ood.h5,6400,9678401,223.67527456395328,200,0.001,64,150,150,
Framework1,Nonlinear_Klein_Gordon,mno,MNO,small,test,0.1237927079200744,0.0532278232276439,0.1566730290651321,1600,,6400,571905,175.38298396207392,200,0.001,64,20,10,5.0
Framework1,Nonlinear_Klein_Gordon,mno,MNO,small,ood,0.2748495936393738,0.2010273784399032,0.0786611121147871,800,ood.h5,6400,571905,175.38298396207392,200,0.001,64,20,10,5.0
Framework1,Nonlinear_Klein_Gordon,mno,MNO,medium,test,0.046324223279953,0.0146256247535347,0.1563514210283756,1600,,6400,1199010,175.68844532966614,200,0.001,64,20,20,10.0
Framework1,Nonlinear_Klein_Gordon,mno,MNO,medium,ood,0.1849848181009292,0.1936284899711609,0.0778576079756021,800,ood.h5,6400,1199010,175.68844532966614,200,0.001,64,20,20,10.0
Framework1,Nonlinear_Klein_Gordon,mno,MNO,large,test,0.0500777848064899,0.0200987495481967,0.1587810665369033,1600,,6400,16677640,180.5861763507128,200,0.001,64,20,100,40.0
Framework1,Nonlinear_Klein_Gordon,mno,MNO,large,ood,0.1841322481632232,0.1977011412382125,0.0788347721099853,800,ood.h5,6400,16677640,180.5861763507128,200,0.001,64,20,100,40.0
Framework1,Param_DiffReac,mionet,MIONet,small,test,0.0854301080107688,0.0249569527804851,0.1409551445394754,1600,,6400,319101,158.2887759320438,200,0.001,64,50,50,
Framework1,Param_DiffReac,mionet,MIONet,small,ood,0.3095367848873138,0.087822176516056,0.0691148620098829,800,ood_matern.h5,6400,319101,158.2887759320438,200,0.001,64,50,50,
Framework1,Param_DiffReac,mionet,MIONet,small,ood,0.284363716840744,0.090577907860279,0.0688656903803348,800,ood_scale.h5,6400,319101,158.2887759320438,200,0.001,64,50,50,
Framework1,Param_DiffReac,mionet,MIONet,small,ood,0.0888714417815208,0.0283702537417411,0.0681211743503809,800,ood_var.h5,6400,319101,158.2887759320438,200,0.001,64,50,50,
Framework1,Param_DiffReac,mionet,MIONet,medium,test,0.0188389830291271,0.0077807637862861,0.1723273079842329,1600,,6400,2223201,158.21192096360028,200,0.001,64,100,100,
Framework1,Param_DiffReac,mionet,MIONet,medium,ood,0.0498241297900676,0.0169520936906337,0.0874024257063865,800,ood_matern.h5,6400,2223201,158.21192096360028,200,0.001,64,100,100,
Framework1,Param_DiffReac,mionet,MIONet,medium,ood,0.0542031191289424,0.0162734668701887,0.0861382633447647,800,ood_scale.h5,6400,2223201,158.21192096360028,200,0.001,64,100,100,
Framework1,Param_DiffReac,mionet,MIONet,medium,ood,0.0202269442379474,0.008931441232562,0.0861104149371385,800,ood_var.h5,6400,2223201,158.21192096360028,200,0.001,64,100,100,
Framework1,Param_DiffReac,mionet,MIONet,large,test,0.0732577070593833,0.0213390234857797,0.2823232691735029,1600,,6400,9728801,223.8141944799572,200,0.001,64,150,150,
Framework1,Param_DiffReac,mionet,MIONet,large,ood,0.0665565207600593,0.017296053469181,0.1435355562716722,800,ood_matern.h5,6400,9728801,223.8141944799572,200,0.001,64,150,150,
Framework1,Param_DiffReac,mionet,MIONet,large,ood,0.0685413107275962,0.0161825101822614,0.1429042238742113,800,ood_scale.h5,6400,9728801,223.8141944799572,200,0.001,64,150,150,
Framework1,Param_DiffReac,mionet,MIONet,large,ood,0.0738030970096588,0.0205510035157203,0.1423459351062774,800,ood_var.h5,6400,9728801,223.8141944799572,200,0.001,64,150,150,
Framework1,Param_DiffReac,mno,MNO,small,test,0.05147410556674,0.0218765642493963,0.1579438466578722,1600,,6400,597105,175.4005009047687,200,0.001,64,20,10,5.0
Framework1,Param_DiffReac,mno,MNO,small,ood,0.052598051726818,0.016409320756793,0.0790652800351381,800,ood_matern.h5,6400,597105,175.4005009047687,200,0.001,64,20,10,5.0
Framework1,Param_DiffReac,mno,MNO,small,ood,0.0548281371593475,0.015113852918148,0.0771520342677831,800,ood_scale.h5,6400,597105,175.4005009047687,200,0.001,64,20,10,5.0
Framework1,Param_DiffReac,mno,MNO,small,ood,0.0552942752838134,0.0239625088870525,0.0775102637708187,800,ood_var.h5,6400,597105,175.4005009047687,200,0.001,64,20,10,5.0
Framework1,Param_DiffReac,mno,MNO,medium,test,0.0232251267880201,0.0079383440315723,0.1571644712239503,1600,,6400,1224210,174.64614742435515,200,0.001,64,20,20,10.0
Framework1,Param_DiffReac,mno,MNO,medium,ood,0.042465005069971,0.0149762220680713,0.0806211717426776,800,ood_matern.h5,6400,1224210,174.64614742435515,200,0.001,64,20,20,10.0
Framework1,Param_DiffReac,mno,MNO,medium,ood,0.0469438843429088,0.0149136036634445,0.0780371278524398,800,ood_scale.h5,6400,1224210,174.64614742435515,200,0.001,64,20,20,10.0
Framework1,Param_DiffReac,mno,MNO,medium,ood,0.0239031463861465,0.0080653224140405,0.0779951643198728,800,ood_var.h5,6400,1224210,174.64614742435515,200,0.001,64,20,20,10.0
Framework1,Param_DiffReac,mno,MNO,large,test,0.0134041104465723,0.0049618068151175,0.1577287744730711,1600,,6400,16702840,152.67238961718976,200,0.001,64,20,100,40.0
Framework1,Param_DiffReac,mno,MNO,large,ood,0.0418524704873561,0.0161678083240985,0.0808452162891626,800,ood_matern.h5,6400,16702840,152.67238961718976,200,0.001,64,20,100,40.0
Framework1,Param_DiffReac,mno,MNO,large,ood,0.0467605590820312,0.0152473291382193,0.0798760317265987,800,ood_scale.h5,6400,16702840,152.67238961718976,200,0.001,64,20,100,40.0
Framework1,Param_DiffReac,mno,MNO,large,ood,0.0145140942186117,0.0062145162373781,0.0798980519175529,800,ood_var.h5,6400,16702840,152.67238961718976,200,0.001,64,20,100,40.0
Framework1,Parametric_Wave,mionet,MIONet,small,test,0.1908285170793533,0.0843600481748581,0.1401890013366937,1600,,6400,312601,138.4707723800093,200,0.001,64,50,50,
Framework1,Parametric_Wave,mionet,MIONet,small,ood,0.678840160369873,0.2059666216373443,0.0723401997238397,800,ood_matern.h5,6400,312601,138.4707723800093,200,0.001,64,50,50,
Framework1,Parametric_Wave,mionet,MIONet,small,ood,0.704132616519928,0.2011064738035202,0.070005789399147,800,ood_scale.h5,6400,312601,138.4707723800093,200,0.001,64,50,50,
Framework1,Parametric_Wave,mionet,MIONet,small,ood,0.1813573092222213,0.0674789324402809,0.0704128593206405,800,ood_var.h5,6400,312601,138.4707723800093,200,0.001,64,50,50,
Framework1,Parametric_Wave,mionet,MIONet,medium,test,0.2131218761205673,0.0926925912499427,0.1735635083168745,1600,,6400,2210201,149.68472541309893,200,0.001,64,100,100,
Framework1,Parametric_Wave,mionet,MIONet,medium,ood,0.5940771698951721,0.1979931890964508,0.088661327958107,800,ood_matern.h5,6400,2210201,149.68472541309893,200,0.001,64,100,100,
Framework1,Parametric_Wave,mionet,MIONet,medium,ood,0.6275073885917664,0.2123991250991821,0.0867524649947881,800,ood_scale.h5,6400,2210201,149.68472541309893,200,0.001,64,100,100,
Framework1,Parametric_Wave,mionet,MIONet,medium,ood,0.2047327756881714,0.0798834711313247,0.085837498307228,800,ood_var.h5,6400,2210201,149.68472541309893,200,0.001,64,100,100,
Framework1,Parametric_Wave,mionet,MIONet,large,test,0.273371547460556,0.1058248132467269,0.2833351083099842,1600,,6400,9702801,224.2039560843259,200,0.001,64,150,150,
Framework1,Parametric_Wave,mionet,MIONet,large,ood,0.6219467520713806,0.1790530532598495,0.1457061655819416,800,ood_matern.h5,6400,9702801,224.2039560843259,200,0.001,64,150,150,
Framework1,Parametric_Wave,mionet,MIONet,large,ood,0.6697715520858765,0.1885364651679992,0.1440022736787796,800,ood_scale.h5,6400,9702801,224.2039560843259,200,0.001,64,150,150,
Framework1,Parametric_Wave,mionet,MIONet,large,ood,0.2586619853973388,0.0840257480740547,0.1435049064457416,800,ood_var.h5,6400,9702801,224.2039560843259,200,0.001,64,150,150,
Framework1,Parametric_Wave,mno,MNO,small,test,0.3142208755016327,0.1376293897628784,0.1556157674640417,1600,,6400,584105,150.49969394505024,200,0.001,64,20,10,5.0
Framework1,Parametric_Wave,mno,MNO,small,ood,0.399340271949768,0.1919601112604141,0.0789168290793895,800,ood_matern.h5,6400,584105,150.49969394505024,200,0.001,64,20,10,5.0
Framework1,Parametric_Wave,mno,MNO,small,ood,0.4567602276802063,0.2169599682092666,0.0776301752775907,800,ood_scale.h5,6400,584105,150.49969394505024,200,0.001,64,20,10,5.0
Framework1,Parametric_Wave,mno,MNO,small,ood,0.3032139241695404,0.1180201545357704,0.0775849930942058,800,ood_var.h5,6400,584105,150.49969394505024,200,0.001,64,20,10,5.0
Framework1,Parametric_Wave,mno,MNO,medium,test,0.3178513646125793,0.1304921954870224,0.1557425614446401,1600,,6400,1211210,176.17495073191822,200,0.001,64,20,20,10.0
Framework1,Parametric_Wave,mno,MNO,medium,ood,0.3839622735977173,0.1651342064142227,0.0790865011513233,800,ood_matern.h5,6400,1211210,176.17495073191822,200,0.001,64,20,20,10.0
Framework1,Parametric_Wave,mno,MNO,medium,ood,0.450865089893341,0.2197476625442505,0.0793107990175485,800,ood_scale.h5,6400,1211210,176.17495073191822,200,0.001,64,20,20,10.0
Framework1,Parametric_Wave,mno,MNO,medium,ood,0.3076452016830444,0.1163533851504325,0.0775705240666866,800,ood_var.h5,6400,1211210,176.17495073191822,200,0.001,64,20,20,10.0
Framework1,Parametric_Wave,mno,MNO,large,test,0.1946461647748947,0.0838019773364067,0.157373908907175,1600,,6400,16689840,171.00654832459986,200,0.001,64,20,100,40.0
Framework1,Parametric_Wave,mno,MNO,large,ood,0.4008718132972717,0.1975161731243133,0.0803569238632917,800,ood_matern.h5,6400,16689840,171.00654832459986,200,0.001,64,20,100,40.0
Framework1,Parametric_Wave,mno,MNO,large,ood,0.4627931118011474,0.2427382618188858,0.0777711905539035,800,ood_scale.h5,6400,16689840,171.00654832459986,200,0.001,64,20,100,40.0
