sweep_id,pde,task_mode,method,kernel,split,n_eval,mean_relative_error,std_relative_error,pca,n_train,train_time_seconds,predict_time_seconds,alpha,length_scale,nu,pde_name,base_dir,results_dir,data_subdir,data_filename,ood_filename,use_ood,data_key,coeff_key,input_time_index,channel_index,ics_per_param,train_fraction,train_size,use_pca,use_x_pca,use_coef_pca,use_y_pca,y_pca_by_time,n_x_pca,n_coef_pca,n_y_pca,vanilla_rbf_length_scale,vanilla_matern_length_scale,vanilla_matern_nu,framework1_rbf_length_scale,framework1_matern_length_scale,framework1_matern_nu,product_rbf_coef_length_scale,product_rbf_state_length_scale,product_matern_coef_length_scale,product_matern_coef_nu,product_matern_state_length_scale,product_matern_state_nu,save_csv,results_filename
,Conservation_law,parameter_set,vanilla,RBF,test,1600,0.03718738195470804,0.031157752280389705,False,6400,6.190403458007495,0.7657558330101892,1e-10,0.1,,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
,Conservation_law,parameter_set,vanilla,RBF,ood,800,0.0848136757539364,0.0663532879338487,False,6400,6.190403458007495,0.40394387498963624,1e-10,0.1,,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
,Conservation_law,parameter_set,vanilla,Matern,test,1600,0.03718737907803183,0.03115775567134877,False,6400,5.94044004099851,0.7962240829947405,1e-10,0.1,1.5,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
,Conservation_law,parameter_set,vanilla,Matern,ood,800,0.08481368052039656,0.06635328674762336,False,6400,5.94044004099851,0.40013058300246485,1e-10,0.1,1.5,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
,Conservation_law,parameter_set,framework1,Matern,test,1600,0.00014470857465046104,0.00022098404576597816,False,320,0.4763120409916155,0.05976487499719951,1e-10,1.0,2.5,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
,Conservation_law,parameter_set,framework1,Matern,ood,800,0.0077239313280155295,0.015430418739381417,False,320,0.4763120409916155,0.03608325000095647,1e-10,1.0,2.5,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
,Conservation_law,parameter_set,framework1,RBF,test,1600,0.00015855619088787624,0.00023360167215749576,False,320,0.4919975840020925,0.060483458000817336,1e-10,0.1,,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
,Conservation_law,parameter_set,framework1,RBF,ood,800,0.05473952873652015,0.06402457511191377,False,320,0.4919975840020925,0.03596675000153482,1e-10,0.1,,Conservation_law,Framework1,.,dataset_simple,solutions.h5,ood.h5,True,data,coeffs,0,0,20,0.8,,False,True,True,True,True,5,4,5,0.1,0.1,1.5,0.1,1,2.5,1.0,100.0,1.0,2.5,100.0,1.5,True,parity_Framework1_Conservation_law_parameter_set_no_pca.csv
